"Choice_Number","Information","Reward","Subject","Trial","Age"
7,0.693147180559947,1,"YA24",9,19
8,0.800734871392459,0,"YA24",9,19
9,0.794617602558291,1,"YA24",9,19
1,1.11321263890636,0.5,"YA24",10,19
2,0.820127822432842,0.625,"YA24",10,19
3,0.815806168754751,0,"YA24",10,19
4,0.822794300351877,0.666666666666667,"YA24",10,19
5,0.693143485927767,0.833333333333333,"YA24",10,19
6,0.693132509092165,0.166666666666667,"YA24",10,19
7,0.732868941260809,0.333333333333333,"YA24",10,19
8,0.964642992385821,0.5,"YA24",10,19
9,0.798248510425467,1,"YA24",10,19
1,1.11505322609402,1,"YA24",11,19
2,0.820116090627514,0.571428571428571,"YA24",11,19
3,0.893400185990171,0.666666666666667,"YA24",11,19
4,0.778110391571942,0.2,"YA24",11,19
5,0.787262780206624,0.333333333333333,"YA24",11,19
6,0.732538293224556,1,"YA24",11,19
7,0.692942392223812,0,"YA24",11,19
8,0.692370971846893,1,"YA24",11,19
1,0.693140131887472,0.5,"YA24",12,19
2,0.864832380352348,0.5,"YA24",12,19
3,0.879589049739843,0.6,"YA24",12,19
4,0.828733403303483,0.285714285714286,"YA24",12,19
5,0.822096013525559,0.333333333333333,"YA24",12,19
6,0.721333741760187,1,"YA24",12,19
7,0.692598059265237,0.166666666666667,"YA24",12,19
8,0.691107895155886,0.5,"YA24",12,19
9,0.734697926259997,1,"YA24",12,19
1,0.69313821889077,0.333333333333333,"YA24",13,19
2,0.86252272664545,0.25,"YA24",13,19
3,0.882828511722137,0.545454545454545,"YA24",13,19
4,0.827348942019798,0.444444444444444,"YA24",13,19
5,0.823335132576313,0.428571428571429,"YA24",13,19
6,0.722629656733171,0.6,"YA24",13,19
7,0.691746122238644,0.142857142857143,"YA24",13,19
8,0.739769080443669,1,"YA24",13,19
9,0.665972647684661,0,"YA24",13,19
10,0.623770080480648,1,"YA24",13,19
1,0.863726140657428,0.4,"YA24",14,19
2,0.825542450923274,0.222222222222222,"YA24",14,19
3,0.882261685051637,0.5,"YA24",14,19
4,0.732988850821533,0,"YA24",14,19
5,0.693101033518406,0.714285714285714,"YA24",14,19
6,0.732729117085885,0.571428571428571,"YA24",14,19
7,0.692718064238381,0.285714285714286,"YA24",14,19
8,1.03252672805055,0.8,"YA24",14,19
9,0.658627563386667,0.666666666666667,"YA24",14,19
1,0.957117420373257,1,"YA24",15,19
2,0.693136394773971,0.25,"YA24",15,19
3,1.03414727148105,0.833333333333333,"YA24",15,19
4,0.797232589586202,0.538461538461538,"YA24",15,19
5,0.866786546195097,0,"YA24",15,19
6,0.692889973692876,0.375,"YA24",15,19
7,0.692161721242942,0.625,"YA24",15,19
8,0.719414209232061,0.363636363636364,"YA24",15,19
9,0.837003492187252,0.5,"YA24",15,19
1,0.74617243265789,0,"YA24",16,19
2,0.829129459522287,0.571428571428571,"YA24",16,19
3,0.813905926559885,0,"YA24",16,19
4,0.69311352627565,0.666666666666667,"YA24",16,19
5,0.731255382087257,0.555555555555556,"YA24",16,19
6,0.692679372097738,0.333333333333333,"YA24",16,19
7,1.25484843665615,0.714285714285714,"YA24",16,19
8,0.623770080480648,0.75,"YA24",16,19
1,0.863981501221329,0.416666666666667,"YA24",17,19
2,0.859368011396841,0.8,"YA24",17,19
3,0.693099286047568,0.4,"YA24",17,19
4,0.75126514216283,0.6,"YA24",17,19
5,0.83672352081719,0.75,"YA24",17,19
1,0.863180334192997,0.5,"YA24",18,19
2,0.73263053652591,0.6,"YA24",18,19
3,0.731284903508151,0.454545454545455,"YA24",18,19
4,0.810039488331762,0.625,"YA24",18,19
5,0.763543746159585,0.5,"YA24",18,19
6,0.744680412984556,0.2,"YA24",18,19
7,0.791779386868787,0.833333333333333,"YA24",18,19
8,0.803875251445403,0.777777777777778,"YA24",18,19
1,1.1192710628541,0.8,"YA24",19,19
2,0.718463511860705,0.125,"YA24",19,19
3,0.818137215905357,0.833333333333333,"YA24",19,19
4,0.746250659869424,0.444444444444444,"YA24",19,19
5,0.722833739292966,0.384615384615385,"YA24",19,19
6,0.693105478428994,0.2,"YA24",19,19
7,0.777847330693161,0.545454545454545,"YA24",19,19
8,0.734095947974182,0.25,"YA24",19,19
9,0.683955169880114,0.5,"YA24",19,19
10,0.667348365782743,1,"YA24",19,19
1,0.861876897642116,0.181818181818182,"YA24",20,19
2,0.858966437544762,0.857142857142857,"YA24",20,19
3,0.72257333664794,0.5,"YA24",20,19
4,0.836148862119686,0.357142857142857,"YA24",20,19
5,0.748008708471111,0,"YA24",20,19
6,0.692477874027839,0.583333333333333,"YA24",20,19
7,0.740732022921372,0.647058823529412,"YA24",20,19
8,0.740023343941477,0.454545454545455,"YA24",20,19
1,0.864132070119192,0.4,"YA24",21,19
2,0.881488952396085,0.666666666666667,"YA24",21,19
3,0.829317346661492,0.4,"YA24",21,19
4,0.82121266615038,0.166666666666667,"YA24",21,19
5,0.720644425745792,1,"YA24",21,19
6,0.734159267287954,0.727272727272727,"YA24",21,19
7,0.692137795312239,1,"YA24",21,19
1,0.864022123571555,0.375,"YA24",22,19
2,0.825149949733055,0.230769230769231,"YA24",22,19
3,0.88309957154727,0.363636363636364,"YA24",22,19
4,0.740262779713639,0.461538461538462,"YA24",22,19
5,0.73057106369916,0.631578947368421,"YA24",22,19
6,1.11848828487469,0.75,"YA24",22,19
7,-0.000000000000000444089209850063,0.5,"YA24",22,19
8,0.656890053829059,0.615384615384615,"YA24",22,19
9,-0.000000000000000888178419700125,1,"YA24",22,19
10,0.599117325729725,0.857142857142857,"YA24",22,19
1,0.862479659722776,0.333333333333333,"YA24",23,19
2,0.732755622933456,0.5,"YA24",23,19
3,0.91577789419424,0.65,"YA24",23,19
4,0.820226348552342,0.352941176470588,"YA24",23,19
5,0.913800485383375,0.214285714285714,"YA24",23,19
6,0.762154446228568,0.75,"YA24",23,19
7,0.693093120182796,0.222222222222222,"YA24",23,19
8,0.772607236066095,0,"YA24",23,19
9,0.731042308011804,0.666666666666667,"YA24",23,19
10,0.692137795312239,0.333333333333333,"YA24",23,19
11,0.812540168477072,0.571428571428571,"YA24",23,19
12,0.6723281208612,0.4,"YA24",23,19
13,0.614712162304623,0.666666666666667,"YA24",23,19
14,0.562335144618808,1,"YA24",23,19
1,0.747166848681629,0.466666666666667,"YA24",24,19
2,0.750138842343533,0.619047619047619,"YA24",24,19
3,1.09811624804602,0.769230769230769,"YA24",24,19
4,0.677003885831585,0.875,"YA24",24,19
1,0.862179832124641,0.307692307692308,"YA24",25,19
2,0.821146790191275,0.571428571428571,"YA24",25,19
3,0.692749631017548,0.777777777777778,"YA24",25,19
4,0.836723520817181,1,"YA24",25,19
1,1.11027621764304,0,"YA24",26,19
2,0.817230803951502,0.2,"YA24",26,19
3,0.825344154495161,0.636363636363636,"YA24",26,19
4,0.833798102913628,0.357142857142857,"YA24",26,19
5,0.848759696985956,0.5,"YA24",26,19
6,0.693042852974949,0.6,"YA24",26,19
7,0.748203175831563,0.333333333333333,"YA24",26,19
8,0.7123289839673,0.461538461538462,"YA24",26,19
9,0.801778508605034,0.75,"YA24",26,19
10,0.705052103340469,1,"YA24",26,19
11,0.623770080480647,0.428571428571429,"YA24",26,19
12,0.556967140652024,0.3,"YA24",26,19
13,0.500402423538188,0.8,"YA24",26,19
1,0.747225451699189,0.5,"YA24",27,19
2,0.827191584735967,0.333333333333333,"YA24",27,19
3,0.970824723437525,0.1875,"YA24",27,19
4,0.824031905365766,1,"YA24",27,19
5,0.738790435166585,0.785714285714286,"YA24",27,19
6,0.684326291738605,0.75,"YA24",27,19
1,1.10994982648753,0,"YA24",28,19
2,0.693092432815432,0.5,"YA24",28,19
3,0.826834122787106,0.608695652173913,"YA24",28,19
4,0.803814979865672,0,"YA24",28,19
5,0.825245729774539,0.428571428571429,"YA24",28,19
6,1.01632067319043,0.888888888888889,"YA24",28,19
7,0.654418618517278,0.470588235294118,"YA24",28,19
8,0.654176394909581,0.8,"YA24",28,19
1,1.10970478617547,0,"YA24",29,19
2,0.718996873051573,0.5,"YA24",29,19
3,0.829655116366535,0.3125,"YA24",29,19
4,1.02786121047746,0.4,"YA24",29,19
5,0.836923962617164,0.235294117647059,"YA24",29,19
6,0.950337591493308,0.625,"YA24",29,19
7,0.883075135887937,0.625,"YA24",29,19
8,0.693087878563659,0.444444444444444,"YA24",29,19
9,0.751080006316329,0.363636363636364,"YA24",29,19
10,0.696446450399197,0.818181818181818,"YA24",29,19
11,0.744463511423682,0.625,"YA24",29,19
12,0.666814803322707,0.571428571428571,"YA24",29,19
13,0.584388915842918,0.8,"YA24",29,19
14,0.501688651695398,1,"YA24",29,19
1,1.10951979404066,0,"YA24",30,19
2,1.06854848990338,0.8125,"YA24",30,19
3,0.728138969139837,0.416666666666667,"YA24",30,19
4,0.693112854262104,0.5,"YA24",30,19
5,0.90548328871157,0.833333333333333,"YA24",30,19
6,0.855674672815459,0.647058823529412,"YA24",30,19
7,0.833676344363351,0.625,"YA24",30,19
8,0.543477135768346,0.833333333333333,"YA24",30,19
9,0.451086515093339,1,"YA24",30,19
1,0.861248847907684,0.222222222222222,"YA24",31,19
2,0.821146790191287,0.764705882352941,"YA24",31,19
3,0.69274963101755,0.473684210526316,"YA24",31,19
4,0.836723520817181,1,"YA24",31,19
5,0.677005136219865,0.8,"YA24",31,19
1,0.747079014803526,0.45,"YA24",32,19
2,0.810797967310526,0.846153846153846,"YA24",32,19
3,0.851922870381034,0.6,"YA24",32,19
4,0.88967585447155,0.315789473684211,"YA24",32,19
5,1.14141898088218,0,"YA24",32,19
6,0.723447697584559,0,"YA24",32,19
7,1.24244445239293,0.555555555555556,"YA24",32,19
8,1.17535956691747,0.833333333333333,"YA24",32,19
9,0.685252220440336,0.263157894736842,"YA24",32,19
10,0.667772381519225,1,"YA24",32,19
11,0.623878665667678,0.777777777777778,"YA24",32,19
1,0.746964636329501,0.428571428571429,"YA24",33,19
2,0.972423535993869,0.789473684210526,"YA24",33,19
3,0.690575010210021,0.3,"YA24",33,19
4,0.866666055442495,0.576923076923077,"YA24",33,19
5,0.616750691506676,0.9,"YA24",33,19
1,0.745655908990919,0.461538461538462,"YA24",34,19
2,0.955996866385986,0.8,"YA24",34,19
3,0.736722891410493,0.666666666666667,"YA24",34,19
4,0.76817169966756,0.666666666666667,"YA24",34,19
5,0.76845620053836,0.3,"YA24",34,19
6,0.80339899083863,0,"YA24",34,19
7,0.747461097018159,0.592592592592593,"YA24",34,19
8,1.01478498778854,0.375,"YA24",34,19
1,0.868766311016838,0.607142857142857,"YA24",35,19
2,0.876634272014721,0.333333333333333,"YA24",35,19
3,0.828248937301479,0.294117647058824,"YA24",35,19
4,0.715717733504206,1,"YA24",35,19
5,0.832985722609438,0.5,"YA24",35,19
6,0.685252220440337,0.785714285714286,"YA24",35,19
1,0.747007247216594,0.454545454545455,"YA24",36,19
2,1.24373244392944,0.761904761904762,"YA24",36,19
3,0.782002334263113,0.8,"YA24",36,19
4,0.693147180559931,0.428571428571429,"YA24",36,19
5,0.755027884320231,0.333333333333333,"YA24",36,19
6,0.689368340309398,0.545454545454545,"YA24",36,19
7,0.85523090326228,1,"YA24",36,19
1,1.40360354408845,1,"YA24",37,19
2,1.08798015614434,0.583333333333333,"YA24",37,19
3,0.794347426013908,0.285714285714286,"YA24",37,19
4,0.794432115147323,0.586206896551724,"YA24",37,19
5,0.693095093355775,0.684210526315789,"YA24",37,19
6,0.742035281835046,0.411764705882353,"YA24",37,19
7,0.856025468141189,0.318181818181818,"YA24",37,19
1,0.746753441737727,0.434782608695652,"YA24",38,19
2,0.937771656902055,0,"YA24",38,19
3,0.888273051741232,0.272727272727273,"YA24",38,19
4,0.834714329851042,0.368421052631579,"YA24",38,19
5,0.852195208846969,0.6,"YA24",38,19
6,0.871729591459812,0.347826086956522,"YA24",38,19
7,0.912348130903164,0.538461538461538,"YA24",38,19
8,0.692961503406387,0.545454545454545,"YA24",38,19
9,0.807949955301811,0.7,"YA24",38,19
10,0.715504518815147,0.6,"YA24",38,19
11,0.798691746841245,0.4,"YA24",38,19
12,0.555149303086391,0.8125,"YA24",38,19
13,0.405489317747135,0.857142857142857,"YA24",38,19
14,0.376770161256437,0.857142857142857,"YA24",38,19
1,0.86279342850732,0.333333333333333,"YA24",39,19
2,0.879155345804453,0.35,"YA24",39,19
3,0.829528482231266,0.5,"YA24",39,19
4,0.745143866554036,1,"YA24",39,19
5,0.677003885831585,0.823529411764706,"YA24",39,19
1,0.861022479696756,0.260869565217391,"YA24",40,19
2,0.825331729594008,0.32,"YA24",40,19
3,0.887931680774609,0.580645161290323,"YA24",40,19
4,0.824943505013178,0.380952380952381,"YA24",40,19
5,0.726139762314646,0.533333333333333,"YA24",40,19
6,0.689615215415849,0.833333333333333,"YA24",40,19
7,0.748430579868345,1,"YA24",40,19
1,0.860824420778342,0.25,"YA24",41,19
2,0.693055973953879,0.583333333333333,"YA24",41,19
3,1.0147979492012,0.5625,"YA24",41,19
4,1.05019611840043,0,"YA24",41,19
5,0.788598393116258,0.5625,"YA24",41,19
6,0.693060024764409,0.416666666666667,"YA24",41,19
7,0.749336920084683,0.444444444444444,"YA24",41,19
8,0.669504446562291,0.714285714285714,"YA24",41,19
9,0.803344689670887,0.307692307692308,"YA24",41,19
1,0.863064626874277,0.409090909090909,"YA24",42,19
2,0.829885016012456,0.529411764705882,"YA24",42,19
3,0.852219189203353,1,"YA24",42,19
4,0.666185901038963,0.842105263157895,"YA24",42,19
1,0.860419579090326,0.24,"YA24",43,19
2,0.730239158685746,0.4375,"YA24",43,19
3,0.729440288197078,0.727272727272727,"YA24",43,19
4,0.757837007515231,0.4,"YA24",43,19
5,0.746397477525746,0.909090909090909,"YA24",43,19
6,0.812827326447454,0.727272727272727,"YA24",43,19
7,0.996268772469452,0.575757575757576,"YA24",43,19
1,0.744697830918531,0.411764705882353,"YA24",44,19
2,0.692758931706631,0.538461538461538,"YA24",44,19
3,0.820261709138483,0.230769230769231,"YA24",44,19
4,0.852674037375401,0.588235294117647,"YA24",44,19
5,0.692992421945043,0.695652173913043,"YA24",44,19
6,0.697255819271202,0,"YA24",44,19
7,0.663989248697962,0.423076923076923,"YA24",44,19
8,0.781723741290811,0.916666666666667,"YA24",44,19
9,0.501431851012193,0.739130434782609,"YA24",44,19
1,0.746673487993739,0.444444444444444,"YA24",45,19
2,0.827731546642635,0.333333333333333,"YA24",45,19
3,0.692785105500297,0.666666666666667,"YA24",45,19
4,1.01125769455221,0.6,"YA24",45,19
5,0.859382809310948,0.473684210526316,"YA24",45,19
1,1.10582005410606,0,"YA24",46,19
2,0.815229340950284,0.222222222222222,"YA24",46,19
3,0.692933524928837,0.5,"YA24",46,19
4,1.07808564329523,0.555555555555556,"YA24",46,19
5,0.734381586404774,0.68,"YA24",46,19
6,1.17176375077392,0.75,"YA24",46,19
7,0.664673443325317,0.923076923076923,"YA24",46,19
8,0.61157349487711,0.428571428571429,"YA24",46,19
9,0.756175030222821,0.611111111111111,"YA24",46,19
1,0.862879705494393,0.357142857142857,"YA24",47,19
2,0.8634645837301,0.928571428571429,"YA24",47,19
3,0.692393923625962,0.448275862068966,"YA24",47,19
4,0.690300595841036,0.466666666666667,"YA24",47,19
5,0.777296762693537,0.76,"YA24",47,19
6,0.845609963617187,0.621621621621622,"YA24",47,19
1,0.872379461053903,0.631578947368421,"YA24",48,19
2,0.828888826064091,0.434782608695652,"YA24",48,19
3,0.884974929687178,0.214285714285714,"YA24",48,19
4,0.738878303171167,0.769230769230769,"YA24",48,19
5,0.691302291956712,0.466666666666667,"YA24",48,19
6,0.746146220810369,0.857142857142857,"YA24",48,19
7,0.656890053829059,1,"YA24",48,19
1,0.862470263615196,0.344827586206897,"YA24",49,19
2,0.733154631790465,0.451612903225806,"YA24",49,19
3,0.958060638885429,0.526315789473684,"YA24",49,19
4,0.691570161831902,0.416666666666667,"YA24",49,19
5,0.687359271487956,0.85,"YA24",49,19
6,0.748315409196659,1,"YA24",49,19
1,0.859692787716036,0.241379310344828,"YA24",50,19
2,0.824900304678226,0.333333333333333,"YA24",50,19
3,0.764055717456329,0.653846153846154,"YA24",50,19
4,0.950332024637263,0.55,"YA24",50,19
5,0.950783271346721,0.615384615384615,"YA24",50,19
6,0.708419983013341,0.5,"YA24",50,19
7,0.678369091247711,0.4375,"YA24",50,19
8,0.738992734154495,0.933333333333333,"YA24",50,19
9,0.650320400913218,0.777777777777778,"YA24",50,19
1,1.13728520829004,0.785714285714286,"YA24",51,19
2,0.813824918174508,0.875,"YA24",51,19
3,0.688418768956033,0.233333333333333,"YA24",51,19
4,0.677003885831582,1,"YA24",51,19
1,0.87256719437135,0.625,"YA24",52,19
2,0.822343613139417,0.476190476190476,"YA24",52,19
3,0.691979146635971,0.62962962962963,"YA24",52,19
4,0.688785020371016,0.454545454545455,"YA24",52,19
5,0.888571304692277,0.9375,"YA24",52,19
6,0.658059886557087,0.793103448275862,"YA24",52,19
1,0.743317108097683,0.388888888888889,"YA24",53,19
2,0.693095929465456,0.4375,"YA24",53,19
3,0.829528482231265,0.857142857142857,"YA24",53,19
4,0.763585963004979,0.607142857142857,"YA24",53,19
5,0.858201174351172,0.636363636363636,"YA24",53,19
6,0.572982074488749,0.875,"YA24",53,19
7,0.463080455858017,0.875,"YA24",53,19
1,0.692947450193762,0.470588235294118,"YA24",54,19
2,0.858277243005115,0.258064516129032,"YA24",54,19
3,0.824880090192256,0.32258064516129,"YA24",54,19
4,0.909292158397243,0.634146341463415,"YA24",54,19
5,0.703030870708337,0,"YA24",54,19
6,0.673660595713686,0.470588235294118,"YA24",54,19
7,0.833181299827759,0.941176470588235,"YA24",54,19
8,0.631159634989524,0.8,"YA24",54,19
1,0.873931224567428,0.642857142857143,"YA24",55,19
2,0.828953673742886,0.44,"YA24",55,19
3,0.886922551650799,0.25,"YA24",55,19
4,0.840029757593924,0.888888888888889,"YA24",55,19
5,0.686802253013867,0.806451612903226,"YA24",55,19
6,0.67189313334252,0.485714285714286,"YA24",55,19
7,0.631162256169967,1,"YA24",55,19
1,0.743264815971308,0.421052631578947,"YA24",56,19
2,0.693077003962473,0.444444444444444,"YA24",56,19
3,0.831942114558434,0.863636363636364,"YA24",56,19
4,0.766318435802841,0.620689655172414,"YA24",56,19
5,0.859556446057868,0.666666666666667,"YA24",56,19
6,0.546048894262866,0.888888888888889,"YA24",56,19
7,0.425008608535295,0.888888888888889,"YA24",56,19
1,0.74650176395957,0.633333333333333,"YA24",57,19
2,0.827508994044631,0.423076923076923,"YA24",57,19
3,0.83106080639595,0.272727272727273,"YA24",57,19
4,0.692487123395658,0.472222222222222,"YA24",57,19
5,0.858381381949751,0.9,"YA24",57,19
6,0.666185901038963,0.8125,"YA24",57,19
7,0.616750691506678,1,"YA24",57,19
1,0.747205984652778,0.459459459459459,"YA24",58,19
2,0.721241950047959,0.45,"YA24",58,19
3,0.908466101083858,0.294117647058824,"YA24",58,19
4,0.747074503334441,0.818181818181818,"YA24",58,19
5,0.871142498546956,1,"YA24",58,19
6,0.601553874596041,0.909090909090909,"YA24",58,19
1,0.747058519089546,0.447368421052632,"YA24",59,19
2,0.721056872951621,0.428571428571429,"YA24",59,19
3,0.910446223778449,0.314285714285714,"YA24",59,19
4,0.735872015121191,0.612903225806452,"YA24",59,19
5,0.770631147421716,0.3125,"YA24",59,19
6,1.16357368188149,0.627906976744186,"YA24",59,19
7,0.609435081263521,0.454545454545455,"YA24",59,19
1,0.746910999696748,0.435897435897436,"YA24",60,19
2,0.838834993828674,0.944444444444444,"YA24",60,19
3,0.687999983020072,0.473684210526316,"YA24",60,19
4,0.782259691961331,0.823529411764706,"YA24",60,19
5,0.816068710832594,0.636363636363636,"YA24",60,19
1,0.742914455698287,0.409090909090909,"YA24",61,19
2,0.841357740262543,0.644444444444444,"YA24",61,19
3,0.692829988953394,0.625,"YA24",61,19
4,1.0265460771334,0.333333333333333,"YA24",61,19
5,0.854883882311308,0.478260869565217,"YA24",61,19
1,1.11796275327107,0.523809523809524,"YA24",62,19
2,0.830652158924955,0.652173913043478,"YA24",62,19
3,0.693016312493958,0.636363636363636,"YA24",62,19
4,0.850357625621555,0.5,"YA24",62,19
5,0.878343022808589,0.352941176470588,"YA24",62,19
1,0.746945431453314,0.45,"YA24",63,19
2,0.720481717630674,0.391304347826087,"YA24",63,19
3,0.914015500845778,0.659574468085106,"YA24",63,19
4,0.94733019823589,0.305555555555556,"YA24",63,19
5,0.752439235964384,0.828571428571429,"YA24",63,19
6,0.747374301320861,1,"YA24",63,19
7,0.585726478431106,0.916666666666667,"YA24",63,19
1,0.742440733999344,0.375,"YA24",64,19
2,0.723266492457552,0.439024390243902,"YA24",64,19
3,0.910827125305998,0.324324324324324,"YA24",64,19
4,0.952940259147786,0.645833333333333,"YA24",64,19
5,0.687506305115268,0.647058823529412,"YA24",64,19
6,1.07914710125522,0.371428571428571,"YA24",64,19
7,0.537621022512389,0.52,"YA24",64,19
1,1.14958458329931,0.833333333333333,"YA24",65,19
2,0.692719214717036,0.315789473684211,"YA24",65,19
3,0.681445227725463,0.428571428571429,"YA24",65,19
4,0.654950786182825,0.947368421052632,"YA24",65,19
5,0.806909502709263,0.653061224489796,"YA24",65,19
1,0.961516319179163,0.869565217391304,"YA24",66,19
2,0.708242853335681,0.441860465116279,"YA24",66,19
3,0.692627988720067,0.45,"YA24",66,19
4,1.03758081645485,0.837837837837838,"YA24",66,19
5,0.886250579640161,0.66,"YA24",66,19
6,0.448983777568266,0.95,"YA24",66,19
1,0.747045738902553,0,"YA25",1,20
2,0.723382339903853,0,"YA25",1,20
3,1.16190436472291,0,"YA25",1,20
4,0.731793017710776,0,"YA25",1,20
5,0.693147180559947,0,"YA25",1,20
6,0.693147180559946,0,"YA25",1,20
7,0.693147180559946,0,"YA25",1,20
8,0.794617602558291,0,"YA25",1,20
1,0.863123926468985,0,"YA25",2,20
2,0.879082756290188,0,"YA25",2,20
3,0.693147180559897,0,"YA25",2,20
4,0.733095960189463,0,"YA25",2,20
5,0.818982425679669,0,"YA25",2,20
6,0.693147180559939,0,"YA25",2,20
7,0.734595068887918,0,"YA25",2,20
8,-0.000000000000000444089209850063,0,"YA25",2,20
9,0.794617602558291,0,"YA25",2,20
10,0.693147180559945,0,"YA25",2,20
11,0.693147180559945,0,"YA25",2,20
12,0.916290731874155,0,"YA25",2,20
1,0.8632382692812,1,"YA25",3,20
2,0.879082756290014,0,"YA25",3,20
3,0.817882449030767,0,"YA25",3,20
4,0.693147180559944,0,"YA25",3,20
5,0.731793017710773,0,"YA25",3,20
6,0.693147180559944,0,"YA25",3,20
1,0.863203846164355,0.5,"YA25",4,20
2,0.879244167659108,0.5,"YA25",4,20
3,0.828216548764227,1,"YA25",4,20
4,0.8207848120063,1,"YA25",4,20
5,1.20397280432593,0,"YA25",4,20
6,0.693147180559948,0,"YA25",4,20
7,0.693147180559946,0,"YA25",4,20
8,0.693147180559944,0,"YA25",4,20
9,0.693147180559945,0.5,"YA25",4,20
10,0,1,"YA25",4,20
11,0.693147180559945,0,"YA25",4,20
12,0,0,"YA25",4,20
13,0.693147180559945,0,"YA25",4,20
14,0.693147180559945,1,"YA25",4,20
1,0.86316944078854,0.333333333333333,"YA25",5,20
2,0.879198334049279,0.333333333333333,"YA25",5,20
3,0.828162782654394,0.5,"YA25",5,20
4,0.82071321211072,0.5,"YA25",5,20
5,1.20515371604259,1,"YA25",5,20
6,0.693094562596213,0.5,"YA25",5,20
7,0.692942392223811,0.5,"YA25",5,20
8,0.692370971846892,0.666666666666667,"YA25",5,20
9,0.690349910819039,0.5,"YA25",5,20
10,0.683955169880114,0.333333333333333,"YA25",5,20
11,0.667348365782743,1,"YA25",5,20
1,1.39822865148887,1,"YA25",6,20
2,0.839970258544895,0.25,"YA25",6,20
3,0.848070880380631,0.25,"YA25",6,20
4,0.791894831442046,0.333333333333333,"YA25",6,20
5,0.78663264090485,0,"YA25",6,20
6,0.693142291764023,0,"YA25",6,20
7,0.693127788225095,0.75,"YA25",6,20
8,0.748899942631273,0.333333333333333,"YA25",6,20
9,0,0,"YA25",6,20
10,0.69975105223607,0.5,"YA25",6,20
1,0.863007163031138,0.2,"YA25",7,20
2,0.87946896565901,0.5,"YA25",7,20
3,0.693136873114741,0.8,"YA25",7,20
4,0.8210944749282,0.5,"YA25",7,20
5,0.692598059265229,0,"YA25",7,20
6,0.737255658987253,0.666666666666667,"YA25",7,20
1,0.863724607693146,0.6,"YA25",8,20
2,0.69313249548121,0.833333333333333,"YA25",8,20
3,0.693147180559944,0,"YA25",8,20
4,0.817368823982958,0.75,"YA25",8,20
5,0.733095960189456,0.166666666666667,"YA25",8,20
6,0.818982425679672,0,"YA25",8,20
7,0.693147180559946,0.666666666666667,"YA25",8,20
8,0.693147180559945,0,"YA25",8,20
9,0.79461760255829,1,"YA25",8,20
1,0.863835700538257,0.666666666666667,"YA25",9,20
2,0.879090203926762,0.142857142857143,"YA25",9,20
3,0.733313322499868,1,"YA25",9,20
4,0.693132019636955,0.2,"YA25",9,20
5,0.693087422741731,0,"YA25",9,20
6,0.820219601680885,1,"YA25",9,20
7,0.690349910819038,1,"YA25",9,20
1,0.863130634298208,0.25,"YA25",10,20
2,0.818601159492752,1,"YA25",10,20
3,0.820217658127166,1,"YA25",10,20
4,0.69213779531224,1,"YA25",10,20
1,0.863498854391751,0.333333333333333,"YA25",11,20
2,0.88014163420981,0.571428571428571,"YA25",11,20
3,0.828035872672361,0.2,"YA25",11,20
4,0.787262780206622,1,"YA25",11,20
5,0.731316155851742,0,"YA25",11,20
6,0.693078724588094,0,"YA25",11,20
7,0.798457278607962,1,"YA25",11,20
8,0.690349910819038,1,"YA25",11,20
1,0.862938616053897,0.333333333333333,"YA25",12,20
2,0.818601159492796,1,"YA25",12,20
3,0.693069699935065,1,"YA25",12,20
4,0.823625508113297,1,"YA25",12,20
1,0.863307269412799,0.428571428571429,"YA25",13,20
2,0.879686272376521,0.3,"YA25",13,20
3,0.829047522707785,0.5,"YA25",13,20
4,0.693129988490176,0.166666666666667,"YA25",13,20
5,0.786444357663654,0,"YA25",13,20
6,0.693127788225109,0.714285714285714,"YA25",13,20
7,0.707212968439831,0.6,"YA25",13,20
8,0.692929349742868,0.5,"YA25",13,20
9,0.880309915570831,1,"YA25",13,20
10,0.783178706175393,1,"YA25",13,20
1,0.86371796416779,0.555555555555556,"YA25",14,20
2,0.69314507520241,0.285714285714286,"YA25",14,20
3,0.821991925357358,0.5,"YA25",14,20
4,0.809271915199779,0,"YA25",14,20
5,0.691746122238645,0.625,"YA25",14,20
6,0.688109512667677,0.4,"YA25",14,20
7,0.91368836205973,0,"YA25",14,20
8,0.670449815563219,0.666666666666667,"YA25",14,20
9,0.641218601847109,0.6,"YA25",14,20
1,0.863668289634242,0.666666666666667,"YA25",15,20
2,0.825992020762572,0.272727272727273,"YA25",15,20
3,0.693127287903102,0,"YA25",15,20
4,0.693068631012379,0.25,"YA25",15,20
5,0.77857770150899,1,"YA25",15,20
6,0.690281405300175,0,"YA25",15,20
7,0.836056538456008,1,"YA25",15,20
8,0.623770080480648,1,"YA25",15,20
9,0.556967140652023,1,"YA25",15,20
1,0.863535151465234,0.333333333333333,"YA25",16,20
2,0.879401424959026,0.375,"YA25",16,20
3,0.829990858009577,0.6,"YA25",16,20
4,0.82054467130459,0.571428571428571,"YA25",16,20
5,1.20352393197157,1,"YA25",16,20
6,1.1570129494105,0,"YA25",16,20
7,1.10594564146405,0,"YA25",16,20
8,1.05351407518357,0.666666666666667,"YA25",16,20
9,0.69288140759167,0,"YA25",16,20
10,0.692137795312241,0.666666666666667,"YA25",16,20
11,0.689494930191974,0.5,"YA25",16,20
12,0.681048235748089,0.666666666666667,"YA25",16,20
