"Choice_Number","Information","Reward","Subject","Trial","Age"
4,0.693140254649982,0.2,"MA20",31,36
5,0.830079753801749,0.35,"MA20",31,36
6,0.824674498571158,0.583333333333333,"MA20",31,36
7,0.677003885831582,0.933333333333333,"MA20",31,36
8,0.644610073180038,1,"MA20",31,36
1,0.862473583188204,0.352941176470588,"MA20",32,36
2,0.881467272389539,0.380952380952381,"MA20",32,36
3,0.82920297959642,0.3,"MA20",32,36
4,0.824893986460795,0.619047619047619,"MA20",32,36
5,0.87700918206458,0.307692307692308,"MA20",32,36
6,0.771190033572317,0.6,"MA20",32,36
7,0.692580854978376,0.19047619047619,"MA20",32,36
8,0.777267276308897,0.909090909090909,"MA20",32,36
9,0.677005136219864,0.285714285714286,"MA20",32,36
10,0.646498264801985,0.833333333333333,"MA20",32,36
11,0.584388915842919,0.8,"MA20",32,36
12,0.501688651695398,0.5,"MA20",32,36
1,0.863903090178185,0.363636363636364,"MA20",33,36
2,0.825636077542846,0.285714285714286,"MA20",33,36
3,0.901311329025369,0.357142857142857,"MA20",33,36
4,0.805468423701602,0.333333333333333,"MA20",33,36
5,0.692890062103038,0.333333333333333,"MA20",33,36
6,0.81127714397858,0,"MA20",33,36
7,0.69137920601251,0,"MA20",33,36
8,0.79602573498507,0.857142857142857,"MA20",33,36
9,0.648871439016594,0,"MA20",33,36
10,0.693147180559946,0.916666666666667,"MA20",33,36
11,0.405489317747135,0.857142857142857,"MA20",33,36
1,0.862913920350404,0.368421052631579,"MA20",34,36
2,0.829078604028189,0.590909090909091,"MA20",34,36
3,1.15779250166025,0.615384615384615,"MA20",34,36
4,0.691403428809119,0.347826086956522,"MA20",34,36
5,0.686802253013865,0.9375,"MA20",34,36
6,0.671893133342521,1,"MA20",34,36
1,0.86555955949925,0.565217391304348,"MA20",35,36
2,0.826589778744873,0.35,"MA20",35,36
3,0.77880072321642,0.875,"MA20",35,36
4,0.842607703405458,0.875,"MA20",35,36
5,0.677003885831585,0.923076923076923,"MA20",35,36
1,1.11857704111697,0.888888888888889,"MA20",36,36
2,0.818389504568785,0.272727272727273,"MA20",36,36
3,0.830846885803686,0.375,"MA20",36,36
4,0.734513674228484,0.941176470588235,"MA20",36,36
5,0.690575010210035,0.388888888888889,"MA20",36,36
6,0.866666055442495,1,"MA20",36,36
7,0.616750691506678,0.642857142857143,"MA20",36,36
1,0.746320192128207,0.846153846153846,"MA20",37,36
2,0.747522995943529,0.3125,"MA20",37,36
3,0.721604765678467,0.368421052631579,"MA20",37,36
4,0.692939427846481,0.227272727272727,"MA20",37,36
5,0.789956240152129,0.541666666666667,"MA20",37,36
6,0.711655191926468,0,"MA20",37,36
7,0.82993080770607,0.260869565217391,"MA20",37,36
8,0,0,"MA20",37,36
9,0.726714090644803,0.545454545454545,"MA20",37,36
1,0.865740796181948,0.56,"MA20",38,36
2,1.04498043196209,0,"MA20",38,36
3,0.880065550325216,0.636363636363636,"MA20",38,36
4,0.69053018486578,0,"MA20",38,36
5,0.747585412057273,0.944444444444444,"MA20",38,36
6,0.644610073180032,0.35,"MA20",38,36
1,1.1314616042258,0.947368421052632,"MA20",39,36
2,0.872258859481031,0.576923076923077,"MA20",39,36
3,0.778800723216446,0.583333333333333,"MA20",39,36
4,0.803305659328737,0.666666666666667,"MA20",39,36
5,0.932158278914403,0,"MA20",39,36
6,0.689341942098027,0.857142857142857,"MA20",39,36
7,0.679948389222901,0.333333333333333,"MA20",39,36
8,0.652414126016466,0.217391304347826,"MA20",39,36
9,0.588408267162611,0.380952380952381,"MA20",39,36
10,0.485361919394477,0.291666666666667,"MA20",39,36
1,0.866952275655181,0.592592592592593,"MA20",40,36
2,0.824123501970267,0.615384615384615,"MA20",40,36
3,0.812235761939997,0.3125,"MA20",40,36
4,0.692644429142515,0.208333333333333,"MA20",40,36
5,0.937629033012499,0,"MA20",40,36
6,1.02515398149634,0.615384615384615,"MA20",40,36
7,0.640812055204105,0.866666666666667,"MA20",40,36
8,0.577901304471689,0.32,"MA20",40,36
1,0.862384459491157,0.380952380952381,"MA20",41,36
2,0.880914555429951,0.346153846153846,"MA20",41,36
3,0.832089392460524,0.4,"MA20",41,36
4,0.719189444085219,0.9,"MA20",41,36
5,0.856900927689188,0.666666666666667,"MA20",41,36
6,0.659928536007569,1,"MA20",41,36
1,1.42118071304291,0.6875,"MA20",42,36
2,1.08979703660428,0.8,"MA20",42,36
3,0.800316748063983,0.607142857142857,"MA20",42,36
4,0.826082449791646,0.642857142857143,"MA20",42,36
5,0.690575010210038,0.294117647058824,"MA20",42,36
6,0.683945894748787,0.875,"MA20",42,36
7,0.859382809310946,0.333333333333333,"MA20",42,36
1,1.11688924596542,0.727272727272727,"MA20",43,36
2,0.873745524034653,0.423076923076923,"MA20",43,36
3,0.789460611549993,0.357142857142857,"MA20",43,36
4,0.827835912588435,0.620689655172414,"MA20",43,36
5,0.85110216973556,0.928571428571429,"MA20",43,36
6,0.692799104211958,0.2,"MA20",43,36
7,0.974641043200267,0.277777777777778,"MA20",43,36
8,0.667772381519225,0.294117647058824,"MA20",43,36
9,0.623878665667678,0.882352941176471,"MA20",43,36
10,0.543477135768346,0.833333333333333,"MA20",43,36
11,0.451086515093339,0.555555555555556,"MA20",43,36
1,0.693016306069952,0.230769230769231,"MA20",44,36
2,0.866986526969862,0.407407407407407,"MA20",44,36
3,1.1497084088357,0.666666666666667,"MA20",44,36
4,0.854629063828928,0.6,"MA20",44,36
5,0.830147273018849,0.571428571428571,"MA20",44,36
6,0.930641845479353,0,"MA20",44,36
7,0.688572980368169,0.363636363636364,"MA20",44,36
8,0.697753043944184,0.344827586206897,"MA20",44,36
9,0.712620451241417,0.666666666666667,"MA20",44,36
10,0.491385956601194,0.888888888888889,"MA20",44,36
1,0.864250553967965,0.392857142857143,"MA20",45,36
2,0.733938494767987,0.894736842105263,"MA20",45,36
3,0.833862513928237,0.363636363636364,"MA20",45,36
4,0.907745875599755,0.612903225806452,"MA20",45,36
5,0.808422837693467,0.533333333333333,"MA20",45,36
6,1.0429780209111,0.904761904761905,"MA20",45,36
7,0.546048894262868,0.347826086956522,"MA20",45,36
1,0.745220409449148,0.375,"MA20",46,36
2,0.973920920650306,0.625,"MA20",46,36
3,0.798518081985566,0.347826086956522,"MA20",46,36
4,0.799052040272572,0.615384615384615,"MA20",46,36
5,0.747206857254175,0.888888888888889,"MA20",46,36
6,0.67189313334252,0.933333333333333,"MA20",46,36
1,1.41988972365404,0.647058823529412,"MA20",47,36
2,1.09043700292838,0.642857142857143,"MA20",47,36
3,0.707320252920492,0.85,"MA20",47,36
4,0.693109767519307,0.222222222222222,"MA20",47,36
5,0.973384790634938,0.9375,"MA20",47,36
6,0.689368340309402,0.333333333333333,"MA20",47,36
7,0.855230903262283,0.315789473684211,"MA20",47,36
8,0.599117325729724,0.857142857142857,"MA20",47,36
9,0.502731080199994,0.6,"MA20",47,36
1,1.11387678851507,0.875,"MA20",48,36
2,0.692766455794382,0.25,"MA20",48,36
3,0.691692810459082,0.368421052631579,"MA20",48,36
4,0.856025468141186,0.941176470588235,"MA20",48,36
5,0.644610073180038,0.636363636363636,"MA20",48,36
6,0.572982074488748,0.857142857142857,"MA20",48,36
7,0.463080455858017,0.35,"MA20",48,36
1,0.863496402061001,0.379310344827586,"MA20",49,36
2,0.879670543042515,0.375,"MA20",49,36
3,0.838849484554668,0.606060606060606,"MA20",49,36
4,0.793141717318748,0.5625,"MA20",49,36
5,0.713703095857959,0.6875,"MA20",49,36
6,0.838497966351675,0.909090909090909,"MA20",49,36
7,0.616750691506678,0.36,"MA20",49,36
1,1.10490849549981,0,"MA20",50,36
2,0.816706325739096,0.36,"MA20",50,36
3,1.2164123898314,0.611111111111111,"MA20",50,36
4,0.689577519676622,1,"MA20",50,36
5,0.680556551576132,0.366666666666667,"MA20",50,36
6,0.653166200759121,0.91304347826087,"MA20",50,36
1,0.864021452269343,0.387096774193548,"MA20",51,36
2,0.879397600649678,0.346153846153846,"MA20",51,36
3,0.912952257851067,0.647058823529412,"MA20",51,36
4,0.826345268468029,0.366666666666667,"MA20",51,36
5,0.925207244767871,0.617647058823529,"MA20",51,36
6,0.690710243018467,0.384615384615385,"MA20",51,36
7,0.724378476389369,0.588235294117647,"MA20",51,36
8,0.823764610763768,0.916666666666667,"MA20",51,36
1,0.861044106762638,0.333333333333333,"MA20",52,36
2,0.829885016012408,0.9,"MA20",52,36
3,0.85221918920337,0.6,"MA20",52,36
4,0.666185901038962,0.944444444444444,"MA20",52,36
1,0.861730538216015,0.357142857142857,"MA20",53,36
2,0.882074189857185,0.375,"MA20",53,36
3,0.719826792708632,0.863636363636364,"MA20",53,36
4,0.913859770919127,0.628571428571429,"MA20",53,36
5,0.768516451656714,0,"MA20",53,36
6,1.53868053680898,0.92,"MA20",53,36
7,0.464201013210806,0.407407407407407,"MA20",53,36
8,0.321814631788695,0.611111111111111,"MA20",53,36
1,0.870240094335356,0.638888888888889,"MA20",54,36
2,0.827210526307825,0.344827586206897,"MA20",54,36
3,0.892084970672009,0.363636363636364,"MA20",54,36
4,0.746878599507951,0.923076923076923,"MA20",54,36
5,0.753833006370559,1,"MA20",54,36
6,0.645942207728173,0.631578947368421,"MA20",54,36
1,0.861282868477133,0.333333333333333,"MA20",55,36
2,0.732935840381733,0.826086956521739,"MA20",55,36
3,0.693126593350505,0.275862068965517,"MA20",55,36
4,0.916587531494017,0.611111111111111,"MA20",55,36
5,0.875034981928999,0.354838709677419,"MA20",55,36
6,0.585726478431106,0.621621621621622,"MA20",55,36
1,1.12182984889191,0.631578947368421,"MA20",56,36
2,0.818099978234315,0.32258064516129,"MA20",56,36
3,0.747563279743424,0.833333333333333,"MA20",56,36
4,0.794337418601634,0.382352941176471,"MA20",56,36
5,0.910842350054449,0.375,"MA20",56,36
6,0.978168098518341,0.925925925925926,"MA20",56,36
7,0.684546651432864,0.631578947368421,"MA20",56,36
8,1.06272612719032,0.631578947368421,"MA20",56,36
9,0.437356799197576,0.428571428571429,"MA20",56,36
1,0.871425939186459,0.641025641025641,"MA20",57,36
2,0.828341883884235,0.6,"MA20",57,36
3,0.688267763188154,0.8,"MA20",57,36
4,0.87834302280859,0.363636363636364,"MA20",57,36
1,0.872136933055318,0.65,"MA20",58,36
2,0.830503263423754,0.65,"MA20",58,36
3,0.870124290030764,0.928571428571429,"MA20",58,36
4,0.638297649235333,0.448275862068966,"MA20",58,36
1,0.860375129776862,0.3125,"MA20",59,36
2,0.881628440198062,0.371428571428571,"MA20",59,36
3,0.845095568400299,0.658536585365854,"MA20",59,36
4,0.693139421665032,0.807692307692308,"MA20",59,36
5,0.725407052252366,0.619047619047619,"MA20",59,36
6,0.881073996768198,0.382352941176471,"MA20",59,36
1,0.8735902449611,0.666666666666667,"MA20",60,36
2,0.831841459088195,0.666666666666667,"MA20",60,36
3,0.686314245119799,0,"MA20",60,36
4,0.66995957176221,0.466666666666667,"MA20",60,36
5,0.839455040871499,0.931034482758621,"MA20",60,36
1,0.859902858641673,0.303030303030303,"MA20",61,36
2,0.733318300799589,0.814814814814815,"MA20",61,36
3,0.836663924674223,0.361111111111111,"MA20",61,36
4,0.856445057715754,0.65,"MA20",61,36
5,0.675295879367241,0.933333333333333,"MA20",61,36
6,0.638297649235334,1,"MA20",61,36
1,0.859669764017289,0.294117647058824,"MA20",62,36
2,0.88207567581345,0.378378378378378,"MA20",62,36
3,0.846953699079409,0.674418604651163,"MA20",62,36
4,0.71600498920817,0.636363636363636,"MA20",62,36
5,0.686314245119791,0.785714285714286,"MA20",62,36
6,0.883240670675439,0.4,"MA20",62,36
1,0.692822775747735,0.266666666666667,"MA20",63,36
2,0.857854570213282,0.285714285714286,"MA20",63,36
3,0.851571285947661,0.681818181818182,"MA20",63,36
4,1.07170015719531,0.935483870967742,"MA20",63,36
5,0.621899139083991,0.681818181818182,"MA20",63,36
6,0.518506414827502,0.483870967741935,"MA20",63,36
1,0.875594374135031,0.688888888888889,"MA20",64,36
2,1.11531219732333,0.9375,"MA20",64,36
3,0.857228326231483,0.695652173913043,"MA20",64,36
4,0.722789265580241,0.416666666666667,"MA20",64,36
5,0.878099748407971,0.652173913043478,"MA20",64,36
6,0.621899139083994,0.793103448275862,"MA20",64,36
1,0.858942138133974,0.277777777777778,"MA20",65,36
2,0.831854037943115,0.625,"MA20",65,36
3,0.856900927689192,0.947368421052632,"MA20",65,36
4,0.659928536007566,0.909090909090909,"MA20",65,36
1,1.11683718335215,0.647058823529412,"MA20",66,36
2,0.692067439432272,0.297297297297297,"MA20",66,36
3,0.861459098909433,0.916666666666667,"MA20",66,36
4,0.653166200759121,0.95,"MA20",66,36
1,0.747342470231585,0.8,"MA20",67,36
2,0.960709735176561,0.952380952380952,"MA20",67,36
3,0.691175930667468,0.258064516129032,"MA20",67,36
4,0.6860163447444,0.4,"MA20",67,36
5,0.859556446057868,0.380952380952381,"MA20",67,36
6,0.546048894262866,0.888888888888889,"MA20",67,36
7,0.425008608535295,0.666666666666667,"MA20",67,36
1,0.692773040304754,0.28125,"MA20",68,36
2,0.888670036143523,0.695652173913043,"MA20",68,36
3,0.846906724361855,0.666666666666667,"MA20",68,36
4,0.874579523421109,0.666666666666667,"MA20",68,36
5,0.643374279469965,0.806451612903226,"MA20",68,36
6,0.64520286943364,0.432432432432432,"MA20",68,36
1,0.876499587716236,0.702127659574468,"MA20",69,36
2,0.836805484079666,0.68,"MA20",69,36
3,0.682779698360369,0.8125,"MA20",69,36
4,0.886530104826649,0.447368421052632,"MA20",69,36
1,0.960322510499042,0.64,"MA20",70,36
2,0.7957869464999,0.315789473684211,"MA20",70,36
3,0.835918034508015,0.666666666666667,"MA20",70,36
4,0.86587227251992,0.923076923076923,"MA20",70,36
5,0.645942207728172,0.954545454545455,"MA20",70,36
1,0.86045303168097,0.333333333333333,"MA20",71,36
2,0.734543679031604,0.818181818181818,"MA20",71,36
3,0.692946052711124,0.272727272727273,"MA20",71,36
4,0.946160075903066,0.692307692307692,"MA20",71,36
5,0.654950786182829,0.708333333333333,"MA20",71,36
6,0.806909502709263,0.461538461538462,"MA20",71,36
1,0.860195437523543,0.325,"MA20",72,36
2,0.842346362502013,0.714285714285714,"MA20",72,36
3,0.780977296261268,0.615384615384615,"MA20",72,36
4,0.684036890595291,0.5,"MA20",72,36
5,0.885949168045927,0.909090909090909,"MA20",72,36
1,0.87859917947734,0.72,"MA20",73,36
2,0.693132128923137,0.515151515151515,"MA20",73,36
3,0.873366635217535,0.703703703703704,"MA20",73,36
4,0.650743727791843,0.823529411764706,"MA20",73,36
5,0.797189277681761,0.475,"MA20",73,36
1,0.879394493558511,0.725490196078431,"MA20",74,36
2,0.88547757606383,0.368421052631579,"MA20",74,36
3,0.835431719857119,0.317073170731707,"MA20",74,36
4,0.810095456180364,0.684210526315789,"MA20",74,36
5,0.755023443057897,0.928571428571429,"MA20",74,36
6,0.638297649235333,0.956521739130435,"MA20",74,36
1,0.866898198644645,0.48780487804878,"MA20",75,36
2,0.881168499379974,0.333333333333333,"MA20",75,36
3,1.19204816666997,0.666666666666667,"MA20",75,36
4,0.687076885324128,0.911764705882353,"MA20",75,36
5,0.672358904028797,0.358974358974359,"MA20",75,36
6,0.630271216310586,1,"MA20",75,36
1,1.12053802185846,0.7,"MA20",76,36
2,0.720316836245228,0.828571428571429,"MA20",76,36
3,0.692939858317181,0.264705882352941,"MA20",76,36
4,0.755620543766046,0.428571428571429,"MA20",76,36
5,0.855410015530474,0.958333333333333,"MA20",76,36
6,0.859382809310948,0.409090909090909,"MA20",76,36
7,0.518745254506687,0.9,"MA20",76,36
8,0.388739316508796,0.692307692307692,"MA20",76,36
1,0.692640224842616,0.285714285714286,"MA20",77,36
2,1.45754734998316,0.681818181818182,"MA20",77,36
3,0.669227923374379,0.375,"MA20",77,36
4,0.621899139083995,1,"MA20",77,36
5,0.518506414827502,0.914285714285714,"MA20",77,36
1,0.859779901171413,0.325581395348837,"MA20",78,36
2,0.692626524253341,0.277777777777778,"MA20",78,36
3,1.03982750780956,0.96,"MA20",78,36
4,0.689676469204244,0.454545454545455,"MA20",78,36
5,0.738346834744358,0.833333333333333,"MA20",78,36
6,0.712620451241417,0.434782608695652,"MA20",78,36
7,0.491385956601194,0.909090909090909,"MA20",78,36
8,0.354345753782914,0.714285714285714,"MA20",78,36
1,0.692639812501728,0.297297297297297,"MA20",79,36
2,0.859308953634391,0.318181818181818,"MA20",79,36
3,0.886360702565015,0.390243902439024,"MA20",79,36
4,1.02832048984739,0.695652173913043,"MA20",79,36
5,0.613215205218083,0.916666666666667,"MA20",79,36
6,0.501181266883161,1,"MA20",79,36
1,0.859322365873878,0.311111111111111,"MA20",80,36
2,0.842601753182389,0.711538461538462,"MA20",80,36
3,0.76765135030416,0.837837837837838,"MA20",80,36
4,0.839939690608405,0.404761904761905,"MA20",80,36
5,0.796456453871113,0.708333333333333,"MA20",80,36
6,0.662415271002808,1,"MA20",80,36
7,0.604250827722399,0.918918918918919,"MA20",80,36
1,0.859070337002946,0.304347826086957,"MA20",81,36
2,0.842310629884338,0.69811320754717,"MA20",81,36
3,0.899670998016772,0.418604651162791,"MA20",81,36
4,0.693060203720045,0.289473684210526,"MA20",81,36
5,0.746692378964,0.478260869565217,"MA20",81,36
6,0.736627492255709,0.961538461538462,"MA20",81,36
7,0.73847383065192,0.815789473684211,"MA20",81,36
8,0.703352524010535,0.458333333333333,"MA20",81,36
9,0.464201013210805,0.916666666666667,"MA20",81,36
10,0.321814631788696,0.733333333333333,"MA20",81,36
1,0.692618830368282,0.307692307692308,"MA20",82,36
2,0.96499358538465,0.62962962962963,"MA20",82,36
3,0.923668732710528,0.685185185185185,"MA20",82,36
4,0.779200358525737,0.297872340425532,"MA20",82,36
5,1.0267075016674,0.409090909090909,"MA20",82,36
6,0.865883509300284,0.921052631578947,"MA20",82,36
7,0.618234684626408,1,"MA20",82,36
8,0.288022406216338,0.72,"MA20",82,36
1,0.877363834494934,0.672727272727273,"MA20",83,36
2,0.827207612515333,0.291666666666667,"MA20",83,36
3,0.90080471345735,0.422222222222222,"MA20",83,36
4,0.693040683487869,0.3,"MA20",83,36
5,0.747682203945971,0.5,"MA20",83,36
6,0.966730098015352,0.75,"MA20",83,36
7,0.645942207728177,0.962962962962963,"MA20",83,36
8,0.5694017434559,0.923076923076923,"MA20",83,36
9,0.437356799197577,0.48,"MA20",83,36
10,0.291084325992905,0.82051282051282,"MA20",83,36
1,1.13263281505636,0.714285714285714,"MA20",84,36
2,0.933607647352748,0.660714285714286,"MA20",84,36
3,0.691598176702152,0.5,"MA20",84,36
4,0.878180170133438,0.607142857142857,"MA20",84,36
5,0.730766662974178,0.923076923076923,"MA20",84,36
1,0.877914117550011,0.666666666666667,"MA20",85,36
2,0.826935285911913,0.285714285714286,"MA20",85,36
3,0.789842168949172,0.666666666666667,"MA20",85,36
4,0.874203074093795,0.933333333333333,"MA20",85,36
5,0.630271216310586,0.964285714285714,"MA20",85,36
1,0.747045738902553,0,"MA21",1,39
2,0.826899465680433,0,"MA21",1,39
3,0.693147180559991,0,"MA21",1,39
4,0.817882449030783,0,"MA21",1,39
5,0.693147180559944,0,"MA21",1,39
6,0.955914725060047,0,"MA21",1,39
7,0.693147180559949,0,"MA21",1,39
8,0.700399523661385,0,"MA21",1,39
9,0.959738445993579,0,"MA21",1,39
10,0.916290731874155,0,"MA21",1,39
1,0.747021761430237,0,"MA21",2,39
2,0.723429946471907,1,"MA21",2,39
3,1.16190436472284,0,"MA21",2,39
4,0.912110552263417,0,"MA21",2,39
5,0.693147180559953,0,"MA21",2,39
6,0.895978931122626,1,"MA21",2,39
7,0.923072809450773,0,"MA21",2,39
8,1.01491433537949,0,"MA21",2,39
9,0.784134858730156,1,"MA21",2,39
10,0.770140222720121,0,"MA21",2,39
11,0.693147180559943,0,"MA21",2,39
12,0.737173431308966,0,"MA21",2,39
13,0.952709393850288,0,"MA21",2,39
14,1.1575038064963,0,"MA21",2,39
1,0.863089387262498,0,"MA21",3,39
2,0.825997711257171,1,"MA21",3,39
3,0.693147180559922,0.5,"MA21",3,39
4,0.693141347013325,0,"MA21",3,39
5,0.872644735457675,1,"MA21",3,39
6,0.729815299214835,0,"MA21",3,39
7,0.800030504105196,0.5,"MA21",3,39
1,0.955746844456914,0,"MA21",4,39
2,0.707776007540946,0.5,"MA21",4,39
3,0.747667728724971,0.666666666666667,"MA21",4,39
4,0.753018213138417,1,"MA21",4,39
5,0.801646784790234,1,"MA21",4,39
6,0.828246054064454,0.666666666666667,"MA21",4,39
1,0.864018267616267,1,"MA21",5,39
2,0.693139554676418,0.75,"MA21",5,39
3,0.821991925357321,1,"MA21",5,39
4,0.829975994572977,0.75,"MA21",5,39
1,0.864456196990068,1,"MA21",6,39
2,0.78815633100108,0.333333333333333,"MA21",6,39
3,0.798044686630597,0,"MA21",6,39
4,0.821036947465698,1,"MA21",6,39
5,0.961134311358819,0,"MA21",6,39
6,0.934768585135338,0,"MA21",6,39
7,0.693147180559942,0,"MA21",6,39
8,0.693147180559947,0,"MA21",6,39
9,0.731793017710769,0.5,"MA21",6,39
10,0.693147180559945,1,"MA21",6,39
11,0.693147180559945,0,"MA21",6,39
12,0.693147180559945,0,"MA21",6,39
1,0.74681735871249,0.25,"MA21",7,39
2,0.828304836419423,0.8,"MA21",7,39
3,1.1052930649122,1,"MA21",7,39
4,1.04804265821322,0,"MA21",7,39
5,0.784098895589045,0,"MA21",7,39
6,0.693147180559962,0,"MA21",7,39
7,0.752038698388135,0.8,"MA21",7,39
8,0.752038698388136,0,"MA21",7,39
9,0,0,"MA21",7,39
10,0.836988216785836,0.8,"MA21",7,39
11,0.70345682416131,0,"MA21",7,39
12,0.699358440559224,0,"MA21",7,39
13,0,0,"MA21",7,39
14,0.693147180559945,0,"MA21",7,39
15,0.693147180559945,0,"MA21",7,39
1,0.746793387671467,0.2,"MA21",8,39
2,0.828257371745668,0.666666666666667,"MA21",8,39
3,0.830002141083176,0,"MA21",8,39
4,1.11203121523735,0.5,"MA21",8,39
5,0.850123347515434,0.833333333333333,"MA21",8,39
6,0.897042554127706,0.333333333333333,"MA21",8,39
7,0.693125413145032,0.833333333333333,"MA21",8,39
8,0.693061632208715,0.25,"MA21",8,39
9,0.736037379922128,0.5,"MA21",8,39
10,0.698587636285285,0.5,"MA21",8,39
11,0.683955169880114,0.333333333333333,"MA21",8,39
12,0.667348365782743,1,"MA21",8,39
1,0.746903117223569,0.666666666666667,"MA21",9,39
2,0.693144590377266,0.4,"MA21",9,39
3,0.819549457189512,0.666666666666667,"MA21",9,39
4,0.749484654331446,0.857142857142857,"MA21",9,39
5,0.828246054064451,0.5,"MA21",9,39
6,0.681048235748089,0.5,"MA21",9,39
7,0.658627563386667,1,"MA21",9,39
1,0.747053044477495,0.75,"MA21",10,39
2,0.693140351492381,0.5,"MA21",10,39
3,0.821115153177254,0.75,"MA21",10,39
4,0.752054046948043,0.875,"MA21",10,39
5,0.836727452477412,0.6,"MA21",10,39
6,0.665972647684661,0.6,"MA21",10,39
7,0.623770080480648,1,"MA21",10,39
1,0.747232505416382,0.8,"MA21",11,39
2,0.8284358641161,0.714285714285714,"MA21",11,39
3,0.830326987273283,0.5,"MA21",11,39
4,1.11133431998818,0,"MA21",11,39
5,0.693147180559944,0,"MA21",11,39
6,0.731793017710768,0,"MA21",11,39
7,0.693147180559945,0,"MA21",11,39
8,0.693147180559945,0,"MA21",11,39
9,0.693147180559945,0,"MA21",11,39
10,0.693147180559945,0.8,"MA21",11,39
1,0.862482166953367,0.2,"MA21",12,39
2,0.826640962646145,0.625,"MA21",12,39
3,1.00750194354195,0.333333333333333,"MA21",12,39
4,0.693140099399929,0.333333333333333,"MA21",12,39
5,0.732538293224556,0.666666666666667,"MA21",12,39
6,0.692942392223812,1,"MA21",12,39
1,0.86275206232485,0.5,"MA21",13,39
2,0.693146792031417,0.571428571428571,"MA21",13,39
3,0.882623721938307,0.555555555555556,"MA21",13,39
4,0.827952918685051,0.571428571428571,"MA21",13,39
5,0.821179603450358,0.166666666666667,"MA21",13,39
6,0.720317090785143,0.5,"MA21",13,39
7,0.733134862512117,0.333333333333333,"MA21",13,39
8,0.692370971846895,0.833333333333333,"MA21",13,39
1,0.862671304100473,0.285714285714286,"MA21",14,39
2,0.878663724557133,0.4,"MA21",14,39
3,0.733814956144718,0.75,"MA21",14,39
4,0.820217658127167,0.5,"MA21",14,39
5,0.692137795312241,1,"MA21",14,39
1,0.863040445075321,0.5,"MA21",15,39
2,0.878663724557267,0.25,"MA21",15,39
3,0.693147020742633,0.5,"MA21",15,39
4,0.83149064497982,0.5,"MA21",15,39
5,0.692983719024353,0.888888888888889,"MA21",15,39
6,0.872749043010113,0.5,"MA21",15,39
7,0.693147180559948,0.666666666666667,"MA21",15,39
1,0.86425660135206,0.545454545454545,"MA21",16,39
2,0.879553676480468,0.428571428571429,"MA21",16,39
3,0.82111515317723,0.8,"MA21",16,39
4,0.736193336783963,0.6,"MA21",16,39
5,0.690603615426901,1,"MA21",16,39
1,0.863331323679793,0.5,"MA21",17,39
2,0.878461945916445,0.222222222222222,"MA21",17,39
3,0.81954945718951,0.666666666666667,"MA21",17,39
4,0.734159267287955,0.5,"MA21",17,39
5,0.692137795312241,0.857142857142857,"MA21",17,39
1,0.862645082437174,0.3,"MA21",18,39
2,0.819766727009651,0.75,"MA21",18,39
3,0.824035397088102,0.6,"MA21",18,39
4,0.6906036154269,0.875,"MA21",18,39
1,0.863087769499986,0.363636363636364,"MA21",19,39
2,0.879604223417013,0.444444444444444,"MA21",19,39
3,0.829929556551446,0.5,"MA21",19,39
4,0.693139215534867,0.444444444444444,"MA21",19,39
5,0.740503259829038,0.666666666666667,"MA21",19,39
6,0.726885670509969,0.888888888888889,"MA21",19,39
7,0.730323156074591,0.9,"MA21",19,39
8,0.740762575552337,0.666666666666667,"MA21",19,39
9,0.646498264801985,0.666666666666667,"MA21",19,39
10,0.584388915842919,1,"MA21",19,39
1,0.747885174167369,0.909090909090909,"MA21",20,39
2,0.693147180559905,0.5,"MA21",20,39
3,0.750665761523322,0.714285714285714,"MA21",20,39
4,0.835387565290218,0.9,"MA21",20,39
5,0.850603690761047,0.714285714285714,"MA21",20,39
6,0.623878665667679,0.714285714285714,"MA21",20,39
7,0.543477135768346,1,"MA21",20,39
1,0.748103423147454,0.916666666666667,"MA21",21,39
2,0.827799805560986,0.4,"MA21",21,39
3,0.832057333815499,0.333333333333333,"MA21",21,39
4,0.762513248905863,0.166666666666667,"MA21",21,39
5,0.766561784289005,0.5,"MA21",21,39
6,0.776660024454136,0.461538461538462,"MA21",21,39
7,0.962500543911485,0.833333333333333,"MA21",21,39
1,0.863827848275998,0.5,"MA21",22,39
2,0.789156563099876,0.846153846153846,"MA21",22,39
3,0.830157371774312,0.363636363636364,"MA21",22,39
4,0.824438675249773,0.857142857142857,"MA21",22,39
5,0.701242712878576,0.666666666666667,"MA21",22,39
6,0.688305783271905,1,"MA21",22,39
1,0.863191726004764,0.416666666666667,"MA21",23,39
2,0.733628453494059,0.785714285714286,"MA21",23,39
3,0.693145236001257,0.545454545454545,"MA21",23,39
4,0.766528685454149,0.75,"MA21",23,39
5,0.760733727343958,0.75,"MA21",23,39
6,0.855230903262282,1,"MA21",23,39
7,0.599117325729725,0.75,"MA21",23,39
8,0.502731080199994,0.909090909090909,"MA21",23,39
1,0.748180457938817,0.8,"MA21",24,39
2,0.827473280889865,0.307692307692308,"MA21",24,39
3,0.832729790805924,0.384615384615385,"MA21",24,39
4,1.1140347740392,0.875,"MA21",24,39
5,0.69300457524952,0.666666666666667,"MA21",24,39
6,0.692598059265237,0.285714285714286,"MA21",24,39
7,0.978732596542398,0.466666666666667,"MA21",24,39
